the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (92.91530000000014 23.248200000000075),422,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"Hrunthal Veng(?), Mizoram",landslide,Landslide,Downpour,0,0,Unknown,Medium,Serchhap,8.59507,Mizoram,,2571,30.4008,79.0278
POINT (92.91530000000014 23.248200000000075),423,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"road to Kanan Veng(?) from Hrunthal Veng(?), Mizoram",landslide,Landslide,Downpour,0,0,Unknown,Medium,Serchhap,8.59507,Mizoram,,4734,30.2828,78.3041
POINT (77.51010000000015 34.20800000000006),430,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"Phyang village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Leh,8.31461,Kashmir,,20553,33.2257,75.6695
POINT (77.50630000000014 30.954400000000106),431,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"road to Chopal, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Chaupal,8.17913,Himachal Pradesh,,33748,26.148,94.8422
POINT (73.59290000000011 16.921500000000055),433,7/24/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/24/2010 07:00:00 AM +0000,India,"Konkan railway near Adavli Station, Maharashtra",landslide,Mudslide,Downpour,0,0,Known_within_15_km,Medium,Lanja,8.12409,Maharashtra,,17123,30.6539,78.3366
POINT (75.07720000000013 12.827700000000062),435,7/21/2010,7,Jul,Karnataka 2010,2010,1200.2,07/21/2010 07:00:00 AM +0000,India,"Peruvai-Kadengodlu rd(?) between Vittal and Manila(Mani?), Bantwal tuluk, Karnataka",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Bantval,8.05248,Karnataka,,1464,27.5509,88.6475
POINT (77.18890000000012 31.984300000000108),436,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"roads to Manali, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Kulu,8.04527,Himachal Pradesh,,34021,26.2083,94.5438
POINT (88.55900000000017 27.377300000000073),444,7/21/2010,7,Jul,Sikkim 2010,2010,593.4,07/21/2010 07:00:00 AM +0000,India,"Singtam-Mangan rd, Sikkim",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Gangtok,7.76559,Sikkim,,1701,30.9009,77.4668
POINT (94.81580000000017 26.198400000000074),447,8/19/2010,8,Aug,Nagaland 2010,2010,393.2,08/19/2010 07:00:00 AM +0000,India,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Tuensang,7.65096,Nagaland,,31735,14.0354,74.6624
POINT (77.21950000000011 32.31090000000009),457,9/13/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/13/2010 07:00:00 AM +0000,India,"near Rahni Nullah(?), on Manali-Rohtang hwy, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Manali,7.2745,Himachal Pradesh,,30700,27.3736,88.7323
POINT (93.16580000000013 25.226900000000082),461,6/15/2010,6,Jun,Assam 2010,2010,569.7,06/15/2010 07:00:00 AM +0000,India,"rails between Mahur and Wadringdisa(?), Assam",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Mahur,7.17384,Assam,,59841,27.163,94
POINT (91.85710000000016 27.58560000000008),465,11/22/2010,11,Nov,Arunachal Pradesh 2010,2010,58.9,11/22/2010 08:00:00 AM +0000,India,"Gaden Namgyal Lhatse(Tawang Monastery), Arunachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Tawang,6.76172,Arunachal Pradesh,,54010,26.1147,94.3864
POINT (72.85620000000013 19.01760000000009),466,6/8/2010,6,Jun,Maharashtra 2010,2010,185.6,06/08/2010 07:00:00 AM +0000,India,"Kamraj Nagar slum at Sion-Koliwada, Antop Hill, Mumbai",landslide,Landslide,Monsoon,2,0,Known_within_5_km,Medium,Mumbai,6.71572,Maharashtra,,30700,27.3702,88.7334
POINT (77.65380000000013 34.14810000000009),467,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"Sabu(Saboo) village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,11,0,Known_within_5_km,Large,Leh,6.70396,Kashmir,,2000,30.3642,79.3158
POINT (79.49400000000017 29.613100000000063),468,9/19/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/19/2010 07:00:00 AM +0000,India,"near Chausali village(?), Almora district, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Ranakhet,6.70279,Uttarakhand,,66390,30.1035,78.4265
POINT (93.07480000000012 23.3439000000001),470,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Khawhai,6.62394,Mizoram,,16246,33.5808,74.9035
POINT (72.86190000000012 19.177000000000096),472,6/25/2010,6,Jun,Maharashtra 2010,2010,185.6,06/25/2010 07:00:00 AM +0000,India,"Dindoshi, Mumbai",landslide,Landslide,Continuous_rain,0,0,Known_within_1_km,Medium,Borivli,6.42035,Maharashtra,,20553,33.2599,75.8886
POINT (72.86190000000012 19.177000000000096),473,7/22/2010,7,Jul,Maharashtra 2010,2010,454.5,07/22/2010 07:00:00 AM +0000,India,"New Mhada Colony near Nagari Nivara in Dindoshi, Malad",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Borivli,6.42035,Maharashtra,,12691836,18.9774,72.8102
POINT (77.21060000000013 32.30400000000006),476,7/11/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/11/2010 07:00:00 AM +0000,India,roads from Manali to Rohtang pass,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Manali,6.17008,Himachal Pradesh,,15315,15.7067,73.9551
POINT (74.8862000000001 12.871500000000038),482,7/31/2010,7,Jul,Karnataka 2010,2010,1200.2,07/31/2010 07:00:00 AM +0000,India,"Padil, NH - 48",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mangalore,6.02638,Karnataka,,2865,30.7395,77.2847
POINT (77.71550000000015 31.158100000000076),483,9/20/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/20/2010 07:00:00 AM +0000,India,"roads between Jubbal and Rohru, Shimla, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Rohru,5.99826,Himachal Pradesh,,76341,24.3599,85.6179
POINT (77.58740000000013 34.111400000000096),485,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"Choglamsar(Choklamsar) village, Jammu and Kashmir",landslide,Mudslide,Downpour,0,0,Known_within_5_km,Very_large,Leh,5.95852,Kashmir,,25753,30.52,77.953
POINT (88.30520000000016 26.87120000000007),487,7/4/2010,7,Jul,Bengal 2010,2010,593.4,07/04/2010 07:00:00 AM +0000,India,"Toy Train rails between Siliguri and Darjeeling, West Bengal",landslide,Landslide,Rain,0,0,Exact_Location,Medium,Karsiyang,5.89631,Bengal,,13121,16.9648,73.5189
POINT (94.05870000000013 25.694700000000093),498,8/13/2010,8,Aug,Nagaland 2010,2010,393.2,08/13/2010 07:00:00 AM +0000,India,"NH-39 near Kohima Municipality Council(KMC) dumping ground(?), between Zubza(Sechu) and Kohima, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kohima,5.6985,Nagaland,,1464,27.4459,88.6193
POINT (94.05870000000013 25.694700000000093),499,8/20/2010,8,Aug,Nagaland 2010,2010,393.2,08/20/2010 07:00:00 AM +0000,India,"NH-39 near Kohima Municipality Council(KMC) dumping ground(?), between Zubza(Sechu) and Kohima, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kohima,5.6985,Nagaland,,32162,30.7059,76.9844
POINT (76.39020000000014 9.89880000000006),502,9/24/2010,9,Sep,Kerala 2010,2010,275.6,09/24/2010 07:00:00 AM +0000,India,"rail line between Mulanthuruthy and Piravom near Mulanthruth, Kerala",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Arukutti,5.66322,Kerala,,26912,27.0011,93.7273
POINT (76.36410000000014 32.2067000000001),505,7/25/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/25/2010 07:00:00 AM +0000,India,Dharamsala roads,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Dharmsala,5.61442,Himachal Pradesh,,8330,15.6365,74.1158
POINT (76.81800000000011 30.914100000000108),507,10/3/2010,10,Oct,Himachal Pradesh 2010,2010,30.5,10/03/2010 07:00:00 AM +0000,India,"road from Pinjore(Pinjaur), Haryana to Nalagarh, Himachal Pradesh",landslide,Landslide,Continuous_rain,0,0,Known_within_25_km,Medium,Baddi,5.47587,Himachal Pradesh,,20806,30.1977,77.9137
POINT (80.1260000000001 29.3600000000001),509,7/20/2010,7,Jul,Uttarakhand 2010,2010,455.8,07/20/2010 07:00:00 AM +0000,India,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Champawat,5.43573,Uttarakhand,,1351,31.5375,77.3737
POINT (78.06410000000012 30.365000000000094),512,8/26/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/26/2010 07:00:00 AM +0000,India,"Matak Mahari(?), near Dehradun, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Dehradun,5.35259,Uttarakhand,,25436,10.0486,76.7606
POINT (96.17790000000018 27.89650000000009),520,4/21/2010,4,Apr,Arunachal Pradesh 2010,2010,466.9,04/21/2010 07:00:00 AM +0000,India,Arunachal Pradesh,landslide,Landslide,Downpour,12,0,Unknown,Medium,Tezu,5.14944,Arunachal Pradesh,,13865,30.6594,79.5605
POINT (73.01090000000012 19.19930000000007),527,8/17/2010,8,Aug,Maharashtra 2010,2010,384,08/17/2010 07:00:00 AM +0000,India,"Sonabai Niwas(?), Kalwa, Mumbai",landslide,Landslide,Downpour,10,0,Known_within_5_km,Medium,Thane,4.98541,Maharashtra,,13865,30.6509,79.5192
POINT (73.01140000000011 19.193500000000046),529,8/19/2010,8,Aug,Maharashtra 2010,2010,384,08/19/2010 07:00:00 AM +0000,India,"Eknath(?) Chawl, Sainic Nagar(?), below Mumbra Hill, Mumbra, near Mumbai, Maharashtra",landslide,Landslide,Downpour,6,0,Known_within_1_km,Medium,Airoli,4.97076,Maharashtra,,92113,25.5718,94.1211
POINT (77.14950000000013 32.09870000000009),533,9/6/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/06/2010 07:00:00 AM +0000,India,"road to Manali, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Nagar,4.93818,Himachal Pradesh,,92113,25.5718,94.1211
POINT (72.93250000000013 19.164600000000085),535,6/8/2010,6,Jun,Maharashtra 2010,2010,144.8,06/08/2010 07:00:00 AM +0000,India,"Khindipada area, near the BMC pipeline at Bhandup-west",landslide,Landslide,Monsoon,0,0,Known_within_1_km,Medium,Thane,4.85413,Maharashtra,,8341,32.351,77.2234
POINT (94.52380000000015 26.009300000000078),537,7/6/2010,7,Jul,Nagaland 2010,2010,367.5,07/06/2010 07:00:00 AM +0000,India,"Zunheboto, Nagaland",landslide,Mudslide,Monsoon,0,0,Known_within_5_km,Medium,Zunheboto,4.77695,Nagaland,,7331,29.7986,80.417
POINT (72.92660000000014 19.153000000000095),540,6/25/2010,6,Jun,Maharashtra 2010,2010,144.8,06/25/2010 07:00:00 AM +0000,India,"Sewri(?), New Shivaji Nagar, Mumbai",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Powai,4.66038,Maharashtra,,11248,9.835,76.8661
POINT (93.91280000000015 24.837000000000067),547,10/8/2010,10,Oct,Manipur 2010,2010,220.2,10/08/2010 07:00:00 AM +0000,India,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Imphal,4.5122,Manipur,,64457,14.7822,74.2279
POINT (74.94890000000011 33.02890000000011),553,1/3/2010,1,Jan,Kashmir 2010,2010,30.9,01/03/2010 08:00:00 AM +0000,India,Vaishnodevi in Trikuta hills of Reasi district,landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Katra,4.42216,Kashmir,,4026,27.1748,88.6458
POINT (88.64280000000016 27.35430000000005),555,5/31/2010,5,May,Sikkim 2010,2010,335.9,05/31/2010 07:00:00 AM +0000,India,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Gangtok,4.38314,Sikkim,,515574,26.7914,88.363
POINT (76.99070000000013 31.183800000000108),560,9/20/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/20/2010 07:00:00 AM +0000,India,"Bangora(?) 25 km from Shimla, Shimla-Bilaspur hwy, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Arki,4.20471,Himachal Pradesh,,515574,26.7914,88.363
POINT (77.13250000000012 31.065500000000075),563,7/31/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/31/2010 07:00:00 AM +0000,India,NH-22 near Taradevi,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Jutogh,4.11262,Himachal Pradesh,,8918,19.6241,72.9084
POINT (74.88880000000013 12.90100000000008),569,6/25/2010,6,Jun,Karnataka 2010,2010,682.7,06/25/2010 07:00:00 AM +0000,India,"tracks near Kulshekar, between Padil and Thokur,  Mangalore to Mumbai",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mangalore,3.98374,Karnataka,,4734,30.2258,78.3755
POINT (74.88880000000013 12.90100000000008),570,6/27/2010,6,Jun,Karnataka 2010,2010,682.7,06/27/2010 07:00:00 AM +0000,India,"again on tracks near Kulshekar, Mangalore",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mangalore,3.98374,Karnataka,,27611,30.4542,78.3911
POINT (92.69400000000016 23.752700000000086),585,9/16/2010,9,Sep,Mizoram 2010,2010,309.8,09/16/2010 07:00:00 AM +0000,India,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Aizawl,3.58713,Mizoram,,14432,16.1078,73.7167
POINT (94.81330000000017 26.236300000000053),586,7/6/2010,7,Jul,Nagaland 2010,2010,367.5,07/06/2010 07:00:00 AM +0000,India,"Tuensang, Nagaland",landslide,Mudslide,Monsoon,0,0,Known_within_5_km,Medium,Tuensang,3.57473,Nagaland,,12871,24.808,93.117
POINT (73.37470000000015 18.76240000000009),596,6/15/2010,6,Jun,Maharashtra 2010,2010,144.8,06/15/2010 07:00:00 AM +0000,India,"Khandala, on Mumbai-Pune Expressway",landslide,Landslide,Downpour,0,0,Known_within_5_km,Small,Lonavale,3.44352,Maharashtra,,37543,10.007,76.7105
POINT (78.07670000000014 30.432600000000065),599,9/19/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/19/2010 07:00:00 AM +0000,India,"Dehradun-Mussoorie rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mussoorie,3.42534,Uttarakhand,,8341,32.3491,77.2181
POINT (94.55120000000014 26.333500000000097),600,6/15/2010,6,Jun,Nagaland 2010,2010,411.6,06/15/2010 07:00:00 AM +0000,India,"Fazl Ali College, Mokokchung, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Mokokchang,3.41935,Nagaland,,53331,12.6771,75.2565
POINT (95.02830000000014 26.721500000000074),603,7/19/2010,7,Jul,Nagaland 2010,2010,367.5,07/19/2010 07:00:00 AM +0000,India,"Jahjon ward(?), Mon town, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Mon,3.39049,Nagaland,,30418,24.4279,94.0564
POINT (95.02810000000015 26.72250000000005),604,7/6/2010,7,Jul,Nagaland 2010,2010,367.5,07/06/2010 07:00:00 AM +0000,India,"Mon,  Nagaland",landslide,Mudslide,Monsoon,0,0,Known_within_5_km,Medium,Mon,3.35789,Nagaland,,17748,33.1289,75.4325
POINT (76.99100000000011 30.852200000000067),608,8/13/2010,8,Aug,Himachal Pradesh 2010,2010,274.1,08/13/2010 07:00:00 AM +0000,India,"Chandigarh-Shimla national highway (NH 22), near Parwanoo, Himachal pradesh",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Parwanoo,3.2837,Himachal Pradesh,,17123,30.6785,78.3475
POINT (77.50920000000015 31.11910000000009),613,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Theog-Kotkhai-Jubbal road, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Kot Khai,3.05396,Himachal Pradesh,,30700,27.3721,88.708
POINT (75.2030000000001 33.38930000000008),614,7/22/2010,7,Jul,Kashmir 2010,2010,137.3,07/22/2010 07:00:00 AM +0000,India,"near Panthal, between Ramban and Ramsu(?), on Jammu-Srinagar hwy, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Banihal,3.04809,Kashmir,,43000,26.9722,88.4481
POINT (74.8735000000001 12.896000000000084),616,7/29/2010,7,Jul,Karnataka 2010,2010,1200.2,07/29/2010 07:00:00 AM +0000,India,"Shakthinagar, Mangalore",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Mangalore,3.01848,Karnataka,,13865,30.6521,79.5566
POINT (94.47030000000015 25.663300000000074),617,10/8/2010,10,Oct,Manipur 2010,2010,220.2,10/08/2010 07:00:00 AM +0000,India,"Phek, Manipur",landslide,Complex,Downpour,0,0,Known_within_5_km,Medium,Phek,3.00511,Manipur,,899094,26.1016,91.6906
POINT (79.53710000000015 29.24840000000009),618,9/18/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/18/2010 07:00:00 AM +0000,India,"Nainital district, Uttarakhand",landslide,Landslide,Downpour,4,0,Known_within_50_km,Medium,Haldwani,2.98316,Uttarakhand,,12311,26.8096,88.526
POINT (78.50940000000016 30.383000000000067),623,2/23/2010,2,Feb,Uttarakhand 2010,2010,62.1,02/23/2010 08:00:00 AM +0000,India,,landslide,Landslide,Downpour,2,0,Known_within_25_km,Medium,Tehri,2.92958,Uttarakhand,,19873,29.6042,79.5343
POINT (77.55280000000012 34.161900000000095),626,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"Leh airport, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Large,Leh,2.89938,Kashmir,,53331,12.8446,75.2476
POINT (77.77550000000015 31.53040000000007),628,8/21/2010,8,Aug,Himachal Pradesh 2010,2010,274.1,08/21/2010 07:00:00 AM +0000,India,"Jeori-Ganvi(?) rd, Kinnuar(Kinnaur) district, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Sarahan,2.87181,Himachal Pradesh,,49330,10.3228,76.4319
POINT (76.95760000000014 30.874100000000084),631,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Kasauli-Parwanoo rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kasauli,2.82492,Himachal Pradesh,,49330,10.3228,76.4319
POINT (80.60530000000014 16.514100000000056),632,8/26/2010,8,Aug,Andhra Pradesh 2010,2010,308.1,08/26/2010 07:00:00 AM +0000,India,"ghat road leading to Sri Kanakadurga(Kanaka Durga) temple, Indrakeeladri hill, Vijayawada city, Andhra Pradesh",landslide,Complex,Downpour,0,0,Known_within_1_km,Medium,Vijayawada,2.7497,Andhra Pradesh,,13865,30.6463,79.5306
POINT (80.60550000000013 16.514100000000056),634,9/17/2010,9,Sep,Andhra Pradesh 2010,2010,249.8,09/17/2010 07:00:00 AM +0000,India,"Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Vijayawada,2.72883,Andhra Pradesh,,25000,24.1293,92.6921
POINT (91.26980000000012 25.491600000000087),635,6/28/2010,6,Jun,Meghalaya 2010,2010,569.7,06/28/2010 07:00:00 AM +0000,India,"Borsorsa(?), West Khasi Hills, Meghalaya",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Nongstoin,2.70765,Meghalaya,,29499,26.0481,94.4619
POINT (80.60580000000012 16.514100000000056),636,10/11/2010,10,Oct,Andhra Pradesh 2010,2010,204,10/11/2010 07:00:00 AM +0000,India,"ghat road of the Kanaka Durga temple, Vijayawada district",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Vijayawada,2.69752,Andhra Pradesh,,14060,15.8294,78.0501
POINT (80.61030000000012 16.533200000000036),639,8/31/2010,8,Aug,Andhra Pradesh 2010,2010,308.1,08/31/2010 07:00:00 AM +0000,India,"Chittinagar, Vijayawada city, Andhra Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Vijayawada,2.64921,Andhra Pradesh,,41710,26.2208,73.6106
POINT (91.76650000000015 26.197800000000054),645,4/20/2010,4,Apr,Assam 2010,2010,389.3,04/20/2010 07:00:00 AM +0000,India,"Raj Bhavan Guwahati, Assam",landslide,Landslide,Downpour,0,0,Exact_location,Medium,Guwahati,2.54658,Assam,,6373,23.8986,91.7599
POINT (80.6525000000001 16.515700000000056),652,8/31/2010,8,Aug,Andhra Pradesh 2010,2010,308.1,08/31/2010 07:00:00 AM +0000,India,"Brahmananda Reddy Nagar(?), Machavaram, Vijayawada city, Andhra Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Vijayawada,2.38275,Andhra Pradesh,,68000,9.9995,77.0309
POINT (74.02250000000011 34.0876000000001),657,2/8/2010,2,Feb,Kashmir 2010,2010,142.2,02/08/2010 08:00:00 AM +0000,India,"Narundi area of Uri, Jammu and Kashmir",landslide,Landslide,Downpour,1,0,Known_within_10_km,Medium,Uri,2.33067,Kashmir,,92113,25.7055,94.0132
POINT (74.02270000000011 34.0887000000001),658,10/21/2010,10,Oct,Kashmir 2010,2010,25,10/21/2010 07:00:00 AM +0000,India,"Tikri village(?) near LoC, Uri sector, Baramulla district, Jammu and Kashmir",landslide,Landslide,Downpour,3,0,Known_within_15_km,Medium,Uri,2.31826,Kashmir,,33748,26.222,94.9152
POINT (75.76270000000012 33.33400000000009),659,8/9/2010,8,Aug,Kashmir 2010,2010,253.2,08/09/2010 07:00:00 AM +0000,India,,landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Kishtwar,2.31704,Kashmir,,40283,31,77.12
POINT (79.48410000000014 29.398700000000108),660,9/20/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/20/2010 07:00:00 AM +0000,India,"NH-87 near Naintital, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Bhowali,2.30798,Uttarakhand,,2000,30.4041,79.3276
POINT (74.93970000000014 33.01070000000007),666,10/22/2010,10,Oct,Kashmir 2010,2010,25,10/22/2010 07:00:00 AM +0000,India,"near Himkoti(?), on road to Bhawan(Vaishno Devi temple) at Katra, Jammu and Kashmir",landslide,Landslide,Downpour,1,0,Known_within_5_km,Medium,Katra,2.23114,Kashmir,,35021,10.2462,77.582
